"pair_label","gene_x","gene_y","n_species","n_both","uncorrected_logOR","uncorrected_p","phylo_alpha","phylo_logOR","phylo_se","phylo_z","phylo_p","phylo_ci_low","phylo_ci_high","converged"
"phytase x siderophore","phytase","siderophore",4177,124,0.220285362357043,0.0527092477436942,NA,NA,NA,NA,NA,NA,NA,FALSE
