species_id,nutrient_group,nutrient_core,nutrient_noncore,metal_core,metal_noncore,odds_ratio,fisher_p
s__Methanolinea_A_sp018262855--GB_GCA_018262855.1,N_genes,0,2,6,2,0.0,0.13333333333333336
s__Methanoperedens_sp021409285--GB_GCA_021409285.1,N_genes,2,0,6,3,inf,1.0
s__WMHbin3_sp002753185--GB_GCA_002753185.1,N_genes,2,0,2,0,,1.0
s__Bradyrhizobium_diversitatis--RS_GCF_016031635.1,N_genes,2,0,3,2,inf,1.0
s__Sulfobacillus_sp021821465--GB_GCA_021821465.1,N_genes,0,2,0,4,,1.0
s__Desulfobacter_hydrogenophilus--RS_GCF_004319545.1,N_genes,2,1,2,0,0.0,1.0
s__Roseiarcus_sp003164915--GB_GCA_003164915.1,N_genes,1,2,1,1,0.5,1.0
s__Defluviicoccus_A_seviourii--GB_GCA_900609035.2,N_genes,2,0,2,1,inf,1.0
s__Bradyrhizobium_cajani--RS_GCF_009759665.1,N_genes,0,2,4,0,0.0,0.06666666666666667
s__Stutzerimonas_stutzeri_AF--RS_GCF_002890915.1,N_genes,0,2,0,4,,1.0
s__Desulfofustis_glycolicus--RS_GCF_900130015.1,N_genes,2,0,2,1,inf,1.0
s__Sodalinema_sp007126595--GB_GCA_012911965.1,N_genes,0,2,0,6,,1.0
s__Desulfonatronospira_thiodismutans--RS_GCF_000174435.1,N_genes,2,0,0,2,inf,0.3333333333333333
s__Brenneria_goodwinii--RS_GCF_002291445.1,N_genes,4,0,2,0,,1.0
s__Desulfolutivibrio_sulfodismutans--RS_GCF_013376455.1,N_genes,4,0,3,0,,1.0
s__Muricomes_intestini--RS_GCF_004346165.1,N_genes,2,0,1,1,inf,1.0
s__UBA5172_sp003138795--GB_GCA_003138795.1,N_genes,2,0,0,3,inf,0.10000000000000002
s__Neorhizobium_huautlense--RS_GCF_002968575.1,N_genes,0,2,2,0,0.0,0.3333333333333333
s__Clostridium_B_sp902809985--GB_GCA_902809985.1,N_genes,6,0,3,0,,1.0
s__Geobacter_benzoatilyticus--RS_GCF_017338855.1,N_genes,2,0,0,5,inf,0.04761904761904761
s__Crateriforma_spongiae--RS_GCF_012290005.1,N_genes,2,0,2,0,,1.0
s__Fen-7_sp003162615--GB_GCA_003162615.1,N_genes,1,2,1,9,4.5,0.42307692307692313
s__Methylovirgula_ligni--RS_GCF_004135935.1,N_genes,2,0,2,0,,1.0
s__SLMF01_sp007124535--GB_GCA_007124535.1,N_genes,2,0,0,7,inf,0.027777777777777776
s__Paraburkholderia_fynbosensis--RS_GCF_902859935.1,N_genes,0,2,3,0,0.0,0.10000000000000002
s__Clostridium_S_felsineum--RS_GCF_002006355.2,N_genes,2,1,3,0,0.0,1.0
s__JAABSP01_sp011390345--GB_GCA_011390345.1,N_genes,1,1,2,2,1.0,1.0
s__Acidulodesulfobacterium_A_sp021781285--GB_GCA_021781285.1,N_genes,0,2,0,9,,1.0
s__Methylosinus_sporium--RS_GCF_003113265.1,N_genes,0,2,4,0,0.0,0.06666666666666667
s__GJ-E10_sp000828975--GB_GCA_000828975.1,N_genes,0,2,0,3,,1.0
s__Azotobacter_chroococcum--RS_GCF_004339665.1,N_genes,2,0,2,0,,1.0
s__CAIYYX01_sp021811225--GB_GCA_021811225.1,N_genes,0,3,0,5,,1.0
s__UBA4572_sp021840555--GB_GCA_021840555.1,N_genes,2,0,2,6,inf,0.13333333333333336
s__Clostridium_W_formicaceticum--RS_GCF_001854185.1,N_genes,2,0,2,0,,1.0
s__Methylocystis_sp011058845--RS_GCF_011058845.1,N_genes,2,0,4,0,,1.0
s__UBA11153_sp003511885--GB_GCA_003511885.1,N_genes,2,0,3,2,inf,1.0
s__Paenibacillus_riograndensis--RS_GCF_000981585.1,N_genes,1,2,3,0,0.0,0.4000000000000001
